I,J,V
879,978,1483604.9353141
108,368,2234533.340922432
108,978,1649278.1296929056
718,368,7649278.129692901
718,978,-1483604.9353141
269,269,-1243125.3703186675
269,879,-1189772.3801428452
879,269,1810227.6198571692
879,879,-11795506.834707024
108,269,1243125.3703186675
108,879,1189772.3801428452
718,269,-1810227.6198571692
718,879,11795506.834707024
269,108,3477658.711241099
269,718,2839050.509835751
879,108,5839050.509835731
879,718,10311901.899392925
108,108,-3477658.711241099
108,718,-2839050.509835751
718,108,-5839050.509835731
718,718,-10311901.899392925
108,368,10329657.68987242
108,978,-435361.5476812796
718,368,2564638.4523187256
718,978,1035955.6531086273
368,368,-10329657.68987242
368,978,435361.5476812796
978,368,-2564638.4523187256
978,978,-1035955.6531086273
108,269,-2308732.818854475
108,879,6961845.093604943
718,269,961845.0936049572
718,879,3896170.6554851136
368,269,2308732.818854475
368,879,-6961845.093604943
978,269,-961845.0936049572
978,879,-3896170.6554851136
108,108,-8020924.871017943
108,718,-6526483.545923662
718,108,-3526483.545923683
718,718,-4932126.308593741
368,108,8020924.871017943
368,718,6526483.545923662
978,108,3526483.545923683
978,718,4932126.308593741
140,140,-8412184.970444597
140,750,-6845162.777989586
750,140,-3845162.7779895742
750,750,-5450831.934347615
269,140,8412184.970444597
269,750,6845162.777989586
879,140,3845162.7779895742
879,750,5450831.934347615
140,269,10784723.784717685
140,879,7979.332736199838
750,269,3007979.332736197
750,879,1285483.1499509297
269,269,-10784723.784717685
269,879,-7979.332736199838
879,269,-3007979.332736197
879,879,-1285483.1499509297
140,368,-2372538.8142730882
140,978,6837183.445253386
750,368,837183.4452533775
750,978,4165348.7843966857
269,368,2372538.8142730882
269,978,-6837183.445253386
879,368,-837183.4452533775
879,978,-4165348.7843966857
269,140,4827929.739599281
269,750,3919289.980222735
879,140,-2080710.0197772419
879,750,-5002388.270912711
368,140,-4827929.739599281
368,750,-3919289.980222735
978,140,2080710.0197772419
978,750,5002388.270912711
269,269,-8329332.859391347
269,879,1748494.0927399443
879,269,4748494.092739957
879,879,-2122522.63646691
368,269,8329332.859391347
368,879,-1748494.0927399443
978,269,-4748494.092739957
978,879,2122522.63646691
269,368,3501403.119792066
269,978,-5667784.072962679
879,368,-2667784.0729627153
879,978,7124910.907379621
368,368,-3501403.119792066
368,978,5667784.072962679
978,368,2667784.0729627153
978,978,-7124910.907379621
368,140,3584255.230845169
368,750,2925872.797766732
978,140,5925872.797766786
978,750,10453220.205260301
140,140,-3584255.230845169
140,750,-2925872.797766732
750,140,-5925872.797766786
750,750,-10453220.205260301
368,269,-2455390.9253261317
368,879,-1756473.4254761594
978,269,-7756473.425476157
978,879,837039.4865160144
140,269,2455390.9253261317
140,879,1756473.4254761594
750,269,7756473.425476157
750,879,-837039.4865160144
368,368,-1128864.3055190379
368,978,-1169399.3722905726
978,368,1830600.6277093708
978,978,-11290259.691776317
140,368,1128864.3055190379
140,978,1169399.3722905726
750,368,-1830600.6277093708
750,978,11290259.691776317
220,220,-6045097.135842988
220,830,3551509.2860783404
830,220,6551509.286078351
830,830,-6248823.216390748
566,220,6045097.135842988
566,830,-3551509.2860783404
1176,220,-6551509.286078351
1176,830,6248823.216390748
220,566,2405801.1362747536
220,1176,-4624042.099951753
830,566,-1624042.0999517727
830,1176,11953866.757263701
566,566,-2405801.1362747536
566,1176,4624042.099951753
1176,566,1624042.0999517727
1176,1176,-11953866.757263701
220,256,3639295.999568234
220,866,1072532.8138734126
830,256,-4927467.186126579
830,866,-5705043.540872953
566,256,-3639295.999568234
566,866,-1072532.8138734126
1176,256,4927467.186126579
1176,866,5705043.540872953
566,220,-3012294.722462995
566,830,-32762.94379898999
1176,220,-6032762.943798957
1176,830,5073283.607028216
256,220,3012294.722462995
256,830,32762.94379898999
866,220,6032762.943798957
866,830,-5073283.607028216
566,566,-1778799.859169565
566,1176,-3336188.0299736895
1176,566,-336188.0299737407
1176,1176,-12585626.691108402
256,566,1778799.859169565
256,1176,3336188.0299736895
866,566,336188.0299737407
866,1176,12585626.691108402
566,256,4791094.58163256
566,866,3368950.9737726795
1176,256,6368950.973772698
1176,866,7512343.084080186
256,256,-4791094.58163256
256,866,-3368950.9737726795
866,256,-6368950.973772698
866,866,-7512343.084080186
256,220,9057391.858306168
256,830,-3518746.3422794165
866,220,-518746.34227938135
866,830,1175539.6093625342
220,220,-9057391.858306168
220,830,3518746.3422794165
830,220,518746.34227938135
830,830,-1175539.6093625342
256,566,-627001.2771051937
256,1176,7960230.129925606
866,566,1960230.1299255518
866,1176,631759.93384476
220,566,627001.2771051937
220,1176,-7960230.129925606
830,566,-1960230.1299255518
830,1176,-631759.93384476
256,256,-8430390.581200974
256,866,-4441483.787646188
866,256,-1441483.7876461705
866,866,-1807299.5432072943
220,256,8430390.581200974
220,866,4441483.787646188
830,256,1441483.7876461705
830,866,1807299.5432072943
331,331,-4686959.845963651
331,941,3587907.379531872
941,331,6587907.3795319
941,941,-9302685.152972715
257,331,4686959.845963651
257,941,-3587907.379531872
867,331,-6587907.3795319
867,941,9302685.152972715
331,257,1842685.1784260722
331,867,-3010018.855071717
941,257,-10018.85507173522
941,867,13511403.078844165
257,257,-1842685.1784260722
257,867,3010018.855071717
867,257,10018.85507173522
867,867,-13511403.078844165
331,494,2844274.6675375793
331,1104,-577888.5244601548
941,494,-6577888.524460165
941,1104,-4208717.92587145
257,494,-2844274.6675375793
257,1104,577888.5244601548
867,494,6577888.524460165
867,1104,4208717.92587145
257,331,-3475596.2434153906
257,941,1752809.5409658574
867,331,-4247190.459034117
867,941,6436580.1116984775
494,331,3475596.2434153906
494,941,-1752809.5409658574
1104,331,4247190.459034117
1104,941,-6436580.1116984775
257,257,-2474006.754303851
257,867,-4815060.128422498
867,257,-1815060.1284225155
867,867,-11283540.893017009
494,257,2474006.754303851
494,867,4815060.128422498
1104,257,1815060.1284225155
1104,867,11283540.893017009
257,494,5949602.997719241
257,1104,3062250.58745664
867,494,6062250.587456632
867,1104,4846960.781318532
494,494,-5949602.997719241
494,1104,-3062250.58745664
1104,494,-6062250.587456632
1104,1104,-4846960.781318532
494,331,8162556.089379112
494,941,-5340716.9204977695
1104,331,-2340716.9204977416
1104,941,2866105.0412741704
331,331,-8162556.089379112
331,941,5340716.9204977695
941,331,2340716.9204977416
941,941,-2866105.0412741704
494,257,631321.5758778104
494,867,7825078.9834942985
1104,257,1825078.9834942787
1104,867,-2227862.1858270285
331,257,-631321.5758778104
331,867,-7825078.9834942985
941,257,-1825078.9834942787
941,867,2227862.1858270285
494,494,-8793877.665256923
494,1104,-2484362.0629965295
1104,494,515637.93700346304
1104,1104,-638242.8554471418
331,494,8793877.665256923
331,1104,2484362.0629965295
941,494,-515637.93700346304
941,1104,638242.8554471418
138,138,-13853313.053874837
138,748,206771.6285661657
748,138,3206771.628566208
748,748,-1973054.7424481679
556,138,13853313.053874837
556,748,-206771.6285661657
1166,138,-3206771.628566208
1166,748,1973054.7424481679
138,556,12325699.71958045
138,1166,-7539961.086317385
748,556,-4539961.086317435
748,1166,5669864.600939341
556,556,-12325699.71958045
556,1166,7539961.086317385
1166,556,4539961.086317435
1166,1166,-5669864.600939341
138,320,1527613.3342943878
138,930,7333189.457751218
748,320,1333189.4577512275
748,930,-3696809.8584911725
556,320,-1527613.3342943878
556,930,-7333189.457751218
1166,320,-1333189.4577512275
1166,930,3696809.8584911725
556,138,5026517.700147147
556,748,-1705803.128772297
1166,138,-7705803.128772223
1166,748,62929.02509347303
320,138,-5026517.700147147
320,748,1705803.128772297
930,138,7705803.128772223
930,748,-62929.02509347303
556,556,-5771568.685138865
556,1166,4167347.415296282
1166,556,7167347.415296229
1166,1166,-9303745.434336806
320,556,5771568.685138865
320,1166,-4167347.415296282
930,556,-7167347.415296229
930,1166,9303745.434336806
556,320,745050.9849917183
556,930,-2461544.2865239847
1166,320,538455.713475995
1166,930,9240816.409243332
320,320,-745050.9849917183
320,930,2461544.2865239847
930,320,-538455.713475995
930,930,-9240816.409243332
320,138,8826795.353727693
320,748,1499031.5002061739
930,138,4499031.5002061855
930,748,1910125.7173547123
138,138,-8826795.353727693
138,748,-1499031.5002061739
748,138,-4499031.5002061855
748,748,-1910125.7173547123
320,556,-6554131.034441553
320,1166,3372613.671021066
930,556,-2627386.328978936
930,1166,3633880.833397653
138,556,6554131.034441553
138,1166,-3372613.671021066
748,556,2627386.328978936
748,1166,-3633880.833397653
320,320,-2272664.3192861406
320,930,-4871645.171227241
930,320,-1871645.1712272493
930,930,-5544006.550752366
138,320,2272664.3192861406
138,930,4871645.171227241
748,320,1871645.1712272493
748,930,5544006.550752366
320,320,-1354327.653076223
320,930,330074.2492385204
930,320,3330074.249238475
930,930,-10444301.434962226
556,320,1354327.653076223
556,930,-330074.2492385204
1166,320,-3330074.249238475
1166,930,10444301.434962226
320,556,2414563.751244463
320,1166,1722537.966190493
930,556,4722537.966190533
930,1166,11423517.490856396
556,556,-2414563.751244463
556,1166,-1722537.966190493
1166,556,-4722537.966190533
1166,1166,-11423517.490856396
320,106,-1060236.0981682402
320,716,-2052612.2154290134
930,106,-8052612.215429008
930,716,-979216.0558941711
556,106,1060236.0981682402
556,716,2052612.2154290134
1166,106,8052612.215429008
1166,716,979216.0558941711
556,320,-3527292.524214137
556,930,5589554.542885903
1166,320,-410445.45711414213
1166,930,5100549.266396775
106,320,3527292.524214137
106,930,-5589554.542885903
716,320,410445.45711414213
716,930,-5100549.266396775
556,556,-7002092.373627012
556,1166,-7185595.6387337865
1166,556,-4185595.6387337474
1166,1166,-7302184.280353872
106,556,7002092.373627012
106,1166,7185595.6387337865
716,556,4185595.6387337474
716,1166,7302184.280353872
556,106,10529384.89784115
556,716,1596041.0958478826
1166,106,4596041.095847889
1166,716,2201635.013957097
106,106,-10529384.89784115
106,716,-1596041.0958478826
716,106,-4596041.095847889
716,716,-2201635.013957097
106,320,4881620.17729028
106,930,-5919628.792124301
716,320,-2919628.792124333
716,930,5343752.168565532
320,320,-4881620.17729028
320,930,5919628.792124301
930,320,2919628.792124333
930,930,-5343752.168565532
106,556,4587528.622382402
106,1166,5463057.672543141
716,556,-536942.3274568634
716,1166,-4121333.210502652
320,556,-4587528.622382402
320,1166,-5463057.672543141
930,556,536942.3274568634
930,1166,4121333.210502652
106,106,-9469148.799672684
106,716,456571.1195811598
716,106,3456571.1195811965
716,716,-1222418.9580628807
320,106,9469148.799672684
320,716,-456571.1195811598
930,106,-3456571.1195811965
930,716,1222418.9580628807
356,356,-4922317.192968523
356,966,3150136.755827503
966,356,6150136.755827485
966,966,-6201397.135786708
581,356,4922317.192968523
581,966,-3150136.755827503
1191,356,-6150136.755827485
1191,966,6201397.135786708
356,581,2465300.7751175887
356,1191,-4323930.451338019
966,581,-1323930.451338023
966,1191,13734746.65801727
581,581,-2465300.7751175887
581,1191,4323930.451338019
1191,581,1323930.451338023
1191,1191,-13734746.65801727
356,215,2457016.417850935
356,825,1173793.6955105157
966,215,-4826206.304489462
966,825,-7533349.522230562
581,215,-2457016.417850935
581,825,-1173793.6955105157
1191,215,4826206.304489462
1191,825,7533349.522230562
581,356,-2430989.5074942205
581,966,-129427.80404934869
1191,356,-6129427.804049376
1191,966,5712835.536992062
215,356,2430989.5074942205
215,966,129427.80404934869
825,356,6129427.804049376
825,966,-5712835.536992062
581,581,-2439273.864760969
581,1191,-3631703.6572007216
1191,581,-631703.6572007586
1191,1191,-15555260.643256078
215,581,2439273.864760969
215,1191,3631703.6572007216
825,581,631703.6572007586
825,1191,15555260.643256078
581,215,4870263.372255189
581,825,3761131.4612500705
1191,215,6761131.461250136
1191,825,9842425.106264014
215,215,-4870263.372255189
215,825,-3761131.4612500705
825,215,-6761131.461250136
825,825,-9842425.106264014
215,356,7353306.700462856
215,966,-3020708.951778233
825,356,-20708.951778286137
825,966,488561.5987948235
356,356,-7353306.700462856
356,966,3020708.951778233
966,356,20708.951778286137
966,966,-488561.5987948235
215,581,-26026.910356691224
215,1191,7955634.1085388325
825,581,1955634.1085388118
825,1191,1820513.9852384015
356,581,26026.910356691224
356,1191,-7955634.1085388325
966,581,-1955634.1085388118
966,1191,-1820513.9852384015
215,215,-7327279.790106165
215,825,-4934925.156760599
825,215,-1934925.156760526
825,825,-2309075.584033225
356,215,7327279.790106165
356,825,4934925.156760599
966,215,1934925.156760526
966,825,2309075.584033225
84,84,-4779095.973749834
84,694,-6504136.418134656
694,84,-3504136.4181346633
694,694,-8345427.923737013
572,84,4779095.973749834
572,694,6504136.418134656
1182,84,3504136.4181346633
1182,694,8345427.923737013
84,572,13842780.075505283
84,1182,5401311.094524598
694,572,8401311.0945246
694,1182,6734702.749734366
572,572,-13842780.075505283
572,1182,-5401311.094524598
1182,572,-8401311.0945246
1182,1182,-6734702.749734366
84,290,-9063684.101755448
84,900,1102825.323610059
694,290,-4897174.676389936
694,900,1610725.174002647
572,290,9063684.101755448
572,900,-1102825.323610059
1182,290,4897174.676389936
1182,900,-1610725.174002647
572,84,4912082.460459237
572,694,8273117.45349509
1182,84,2273117.453495086
1182,694,1642013.9902815758
290,84,-4912082.460459237
290,694,-8273117.45349509
900,84,-2273117.453495086
900,694,-1642013.9902815758
572,572,-17994381.71680158
572,1182,-5025368.317419482
1182,572,-2025368.3174194987
1182,1182,-3481963.585450206
290,572,17994381.71680158
290,1182,5025368.317419482
900,572,2025368.3174194987
900,1182,3481963.585450206
572,290,13082299.256342342
572,900,-3247749.136075608
1182,290,-247749.13607558724
1182,900,1839949.5951686297
290,290,-13082299.256342342
290,900,3247749.136075608
900,290,247749.13607558724
900,900,-1839949.5951686297
290,84,-132986.486709374
290,694,-1768981.035360396
900,84,1231018.9646395997
900,694,6703413.933455493
84,84,132986.486709374
84,694,1768981.035360396
694,84,-1231018.9646395997
694,694,-6703413.933455493
290,572,4151601.641296215
290,1182,-375942.77710514795
900,572,-6375942.777105157
900,1182,-3252739.164284204
84,572,-4151601.641296215
84,1182,375942.77710514795
694,572,6375942.777105157
694,1182,3252739.164284204
290,290,-4018615.1545868414
290,900,2144923.812465544
900,290,5144923.812465557
900,900,-3450674.769171289
84,290,4018615.1545868414
84,900,-2144923.812465544
694,290,-5144923.812465557
694,900,3450674.769171289
85,85,-8345427.923737025
85,695,3504136.418134654
695,85,6504136.418134663
695,695,-4779095.973749815
570,85,8345427.923737025
570,695,-3504136.418134654
1180,85,-6504136.418134663
1180,695,4779095.973749815
85,570,6734702.749734362
85,1180,-8401311.094524588
695,570,-5401311.094524593
695,1180,13842780.075505257
570,570,-6734702.749734362
570,1180,8401311.094524588
1180,570,5401311.094524593
1180,1180,-13842780.075505257
85,232,1610725.1740026628
85,842,4897174.676389935
695,232,-1102825.32361007
695,842,-9063684.101755444
570,232,-1610725.1740026628
570,842,-4897174.676389935
1180,232,1102825.32361007
1180,842,9063684.101755444
570,85,1642013.9902815162
570,695,-2273117.4534950717
1180,85,-8273117.453495093
1180,695,4912082.460459193
232,85,-1642013.9902815162
232,695,2273117.4534950717
842,85,8273117.453495093
842,695,-4912082.460459193
570,570,-3481963.585450165
570,1180,2025368.317419442
1180,570,5025368.317419463
1180,1180,-17994381.716801528
232,570,3481963.585450165
232,1180,-2025368.317419442
842,570,-5025368.317419463
842,1180,17994381.716801528
570,232,1839949.5951686485
570,842,247749.13607562962
1180,232,3247749.1360756303
1180,842,13082299.256342335
232,232,-1839949.5951686485
232,842,-247749.13607562962
842,232,-3247749.1360756303
842,842,-13082299.256342335
232,85,6703413.933455508
232,695,-1231018.9646395817
842,85,1768981.0353604304
842,695,-132986.48670937913
85,85,-6703413.933455508
85,695,1231018.9646395817
695,85,-1768981.0353604304
695,695,132986.48670937913
232,570,-3252739.164284197
232,1180,6375942.777105147
842,570,375942.77710513
842,1180,4151601.6412962675
85,570,3252739.164284197
85,1180,-6375942.777105147
695,570,-375942.77710513
695,1180,-4151601.6412962675
232,232,-3450674.7691713115
232,842,-5144923.812465565
842,232,-2144923.8124655606
842,842,-4018615.154586889
85,232,3450674.7691713115
85,842,5144923.812465565
695,232,2144923.8124655606
695,842,4018615.154586889
109,109,-8302963.676917994
109,719,3415568.6024482427
719,109,6415568.60244825
719,719,-4620480.3794024065
571,109,8302963.676917994
571,719,-3415568.6024482427
1181,109,-6415568.60244825
1181,719,4620480.3794024065
109,571,6656713.097357979
109,1181,-8321718.292322825
719,571,-5321718.292322871
719,1181,13599748.826429322
571,571,-6656713.097357979
571,1181,8321718.292322825
1181,571,5321718.292322871
1181,1181,-13599748.826429322
109,291,1646250.5795600147
109,901,4906149.689874582
719,291,-1093850.310125379
719,901,-8979268.447026916
571,291,-1646250.5795600147
571,901,-4906149.689874582
1181,291,1093850.310125379
1181,901,8979268.447026916
571,109,1577687.0480531647
571,719,-2252698.8879405675
1181,109,-8252698.887940562
1181,719,4737915.496176248
291,109,-1577687.0480531647
291,719,2252698.8879405675
901,109,8252698.887940562
901,719,-4737915.496176248
571,571,-3432775.4697449314
571,1181,1975169.0942570434
1181,571,4975169.094256997
1181,1181,-17841101.777280066
291,571,3432775.4697449314
291,1181,-1975169.0942570434
901,571,-4975169.094256997
901,1181,17841101.777280066
571,291,1855088.4216917667
571,901,277529.793683524
1181,291,3277529.7936835648
1181,901,13103186.281103818
291,291,-1855088.4216917667
291,901,-277529.793683524
901,291,-3277529.7936835648
901,901,-13103186.281103818
291,109,6725276.628865041
291,719,-1162869.7145077318
901,109,1837130.285492282
901,719,-117435.1167737972
109,109,-6725276.628865041
109,719,1162869.7145077318
719,109,-1837130.285492282
719,719,117435.1167737972
291,571,-3223937.6276131766
291,1181,6346549.198065985
901,571,346549.198065934
901,1181,4241352.950850686
109,571,3223937.6276131766
109,1181,-6346549.198065985
719,571,-346549.198065934
719,1181,-4241352.950850686
291,291,-3501339.0012518642
291,901,-5183679.483558254
901,291,-2183679.483558216
901,901,-4123917.8340768893
109,291,3501339.0012518642
109,901,5183679.483558254
719,291,2183679.483558216
719,901,4123917.8340768893
425,425,-10364473.346806318
425,1035,-3216690.1392194116
1035,425,-216690.13921940594
1035,1035,-1284501.554571645
562,425,10364473.346806318
562,1035,3216690.1392194116
1172,425,216690.13921940594
1172,1035,1284501.554571645
425,562,14416509.991488073
425,1172,-5073419.62278527
1035,562,-2073419.622785242
1035,1172,3040688.593235269
562,562,-14416509.991488073
562,1172,5073419.62278527
1172,562,2073419.622785242
1172,1172,-3040688.593235269
425,311,-4052036.644681756
425,921,8290109.762004683
1035,311,2290109.762004648
1035,921,-1756187.0386636243
562,311,4052036.644681756
562,921,-8290109.762004683
1172,311,-2290109.762004648
1172,921,1756187.0386636243
562,425,6997977.319844573
562,1035,1096617.4460359763
1172,425,-4903382.553964043
1172,1035,-2737083.3163813334
311,425,-6997977.319844573
311,1035,-1096617.4460359763
921,425,4903382.553964043
921,1035,2737083.3163813334
562,562,-11470569.316325156
562,1172,5460146.830825881
1172,562,8460146.83082591
1172,1172,-7533958.948280245
311,562,11470569.316325156
311,1172,-5460146.830825881
921,562,-8460146.83082591
921,1172,7533958.948280245
562,311,4472591.996480582
562,921,-6556764.276861857
1172,311,-3556764.276861868
1172,921,10271042.26466158
311,311,-4472591.996480582
311,921,6556764.276861857
921,311,3556764.276861868
921,921,-10271042.26466158
311,425,3366496.026961648
311,1035,2120072.693183392
921,425,5120072.693183381
921,1035,4021584.87095292
425,425,-3366496.026961648
425,1035,-2120072.693183392
1035,425,-5120072.693183381
1035,1035,-4021584.87095292
311,562,-2945940.675162806
311,1172,-386727.20804063114
921,562,-6386727.208040597
921,1172,4493270.355044933
425,562,2945940.675162806
425,1172,386727.20804063114
1035,562,6386727.208040597
1035,1172,-4493270.355044933
311,311,-420555.3517988414
311,921,-1733345.485142761
921,311,1266654.5148572153
921,921,-8514855.225997854
425,311,420555.3517988414
425,921,1733345.485142761
1035,311,-1266654.5148572153
1035,921,8514855.225997854
262,262,-8929704.782650555
262,872,-3214357.2426277883
872,262,-214357.24262779788
872,872,-974260.8553672789
580,262,8929704.782650555
580,872,3214357.2426277883
1190,262,214357.24262779788
1190,872,974260.8553672789
262,580,8583941.79374556
262,1190,-4737391.187089102
872,580,-1737391.1870890975
872,1190,2130444.012280065
580,580,-8583941.79374556
580,1190,4737391.187089102
1190,580,1737391.1870890975
1190,1190,-2130444.012280065
262,473,345762.98890499386
262,1083,7951748.42971689
872,473,1951748.429716895
872,1083,-1156183.1569127862
580,473,-345762.98890499386
580,1083,-7951748.42971689
1190,473,-1951748.429716895
1190,1083,1156183.1569127862
580,262,3172640.5138723385
580,872,-93095.33393534948
1190,262,-6093095.333935368
1190,872,-4766304.1846815795
473,262,-3172640.5138723385
473,872,93095.33393534948
1083,262,6093095.333935368
1083,872,4766304.1846815795
580,580,-5065538.290968304
580,1190,3596044.282870665
1190,580,6596044.282870661
1190,1190,-8052931.35387448
473,580,5065538.290968304
473,1190,-3596044.282870665
1083,580,-6596044.282870661
1083,1190,8052931.35387448
580,473,1892897.7770959653
580,1083,-3502948.9489353155
1190,473,-502948.94893529307
1190,1083,12819235.53855606
473,473,-1892897.7770959653
473,1083,3502948.9489353155
1083,473,502948.94893529307
1083,1083,-12819235.53855606
473,262,5757064.268778308
473,872,3307452.5765631655
1083,262,6307452.576563142
1083,872,5740565.040048848
262,262,-5757064.268778308
262,872,-3307452.5765631655
872,262,-6307452.576563142
872,872,-5740565.040048848
473,580,-3518403.502777354
473,1190,1141346.9042184944
1083,580,-4858653.09578152
1083,1190,5922487.341594362
262,580,3518403.502777354
262,1190,-1141346.9042184944
872,580,4858653.09578152
872,1190,-5922487.341594362
473,473,-2238660.7660009544
473,1083,-4448799.48078166
1083,473,-1448799.480781622
1083,1083,-11663052.38164321
262,473,2238660.7660009544
262,1083,4448799.48078166
872,473,1448799.480781622
872,1083,11663052.38164321
94,94,-2479668.572053743
94,704,-4503974.146505531
704,94,-1503974.1465055237
704,704,-13091187.173212009
580,94,2479668.572053743
580,704,4503974.146505531
1190,94,1503974.1465055237
1190,704,13091187.173212009
94,580,6399850.744658902
94,1190,4351945.767675182
704,580,7351945.767675163
704,1190,8787547.184839189
580,580,-6399850.744658902
580,1190,-4351945.767675182
1190,580,-7351945.767675163
1190,1190,-8787547.184839189
94,262,-3920182.1726051588
94,872,152028.37883034884
704,262,-5847971.62116964
704,872,4303639.988372818
580,262,3920182.1726051588
580,872,-152028.37883034884
1190,262,5847971.62116964
1190,872,-4303639.988372818
580,94,854805.425470929
580,704,8068285.096046526
1190,94,2068285.0960465304
1190,704,1860238.700749045
262,94,-854805.425470929
262,704,-8068285.096046526
872,94,-2068285.0960465304
872,704,-1860238.700749045
580,580,-9465227.49179312
580,1190,-5131632.292798312
1190,580,-2131632.292798331
1190,1190,-2623668.4957173998
262,580,9465227.49179312
262,1190,5131632.292798312
872,580,2131632.292798331
872,1190,2623668.4957173998
580,262,8610422.06632219
580,872,-2936652.8032482127
1190,262,63347.19675180095
1190,872,763429.7949683549
262,262,-8610422.06632219
262,872,2936652.8032482127
872,262,-63347.19675180095
872,872,-763429.7949683549
262,94,1624863.1465828354
262,704,-3564310.949540993
872,94,-564310.9495410027
872,704,11230948.47246309
94,94,-1624863.1465828354
94,704,3564310.949540993
704,94,564310.9495410027
704,704,-11230948.47246309
262,580,3065376.747134205
262,1190,779686.5251231142
872,580,-5220313.474876897
872,1190,-6163878.689121867
94,580,-3065376.747134205
94,1190,-779686.5251231142
704,580,5220313.474876897
704,1190,6163878.689121867
262,262,-4690239.89371704
262,872,2784624.424417879
872,262,5784624.4244179
872,872,-5067069.7833412215
94,262,4690239.89371704
94,872,-2784624.424417879
704,262,-5784624.4244179
704,872,5067069.7833412215
261,261,-8517442.796344481
261,871,-1864309.3196058348
871,261,1135690.6803941708
871,871,-433649.5220607369
582,261,8517442.796344481
582,871,1864309.3196058348
1192,261,-1135690.6803941708
1192,871,433649.5220607369
261,582,8090139.136209899
261,1192,-5889130.682106019
871,582,-2889130.6821060334
871,1192,3719665.0761095816
582,582,-8090139.136209899
582,1192,5889130.682106019
1192,582,2889130.6821060334
1192,1192,-3719665.0761095816
261,147,427303.66013458266
261,757,7753440.001711854
871,147,1753440.0017118629
871,757,-3286015.5540488446
582,147,-427303.66013458266
582,757,-7753440.001711854
1192,147,-1753440.0017118629
1192,757,3286015.5540488446
582,261,2846155.6304363413
582,871,-831046.1275110043
1192,261,-6831046.127511043
1192,871,-3602421.5333008645
147,261,-2846155.6304363413
147,871,831046.1275110043
757,261,6831046.127511043
757,871,3602421.5333008645
582,582,-4816679.845639188
582,1192,3811524.5563069405
1192,582,6811524.556306904
1192,1192,-10608102.163459308
147,582,4816679.845639188
147,1192,-3811524.5563069405
757,582,-6811524.556306904
757,1192,10608102.163459308
582,147,1970524.2152028468
582,757,-2980478.4287959356
1192,147,19521.571204139036
1192,757,14210523.69676017
147,147,-1970524.2152028468
147,757,2980478.4287959356
757,147,-19521.571204139036
757,757,-14210523.69676017
147,261,5671287.16590832
147,871,2695355.4471168723
757,261,5695355.447116823
757,871,4036071.055361595
261,261,-5671287.16590832
261,871,-2695355.4471168723
871,261,-5695355.447116823
871,871,-4036071.055361595
147,582,-3273459.2905708905
147,1192,2077606.1257992105
757,582,-3922393.8742007865
757,1192,6888437.08734961
261,582,3273459.2905708905
261,1192,-2077606.1257992105
871,582,3922393.8742007865
871,1192,-6888437.08734961
147,147,-2397827.8753374303
147,757,-4772961.572916083
757,147,-1772961.5729160365
757,757,-10924508.142711205
261,147,2397827.8753374303
261,757,4772961.572916083
871,147,1772961.5729160365
871,757,10924508.142711205
96,96,-3026287.837804946
96,706,-5030840.02825318
706,96,-2030840.0282531918
706,706,-14540599.7120381
582,96,3026287.837804946
582,706,5030840.02825318
1192,96,2030840.0282531918
1192,706,14540599.7120381
96,582,6320291.60877981
96,1192,4310957.682045797
706,582,7310957.682045813
706,1192,8759327.531037116
582,582,-6320291.60877981
582,1192,-4310957.682045797
1192,582,-7310957.682045813
1192,1192,-8759327.531037116
96,261,-3294003.7709748643
96,871,719882.3462073824
706,261,-5280117.653792621
706,871,5781272.181000983
582,261,3294003.7709748643
582,871,-719882.3462073824
1192,261,5280117.653792621
1192,871,-5781272.181000983
582,96,1187132.1738853308
582,706,8065223.432875654
1192,96,2065223.4328756444
1192,706,1085956.6427483857
261,96,-1187132.1738853308
261,706,-8065223.432875654
871,96,-2065223.4328756444
871,706,-1085956.6427483857
582,582,-8427163.205869423
582,1192,-4525851.9029628
1192,582,-1525851.902962833
1192,1192,-1892098.7072879313
261,582,8427163.205869423
261,1192,4525851.9029628
871,582,1525851.902962833
871,1192,1892098.7072879313
582,261,7240031.031984093
582,871,-3539371.529912852
1192,261,-539371.5299128115
1192,871,806142.0645395457
261,261,-7240031.031984093
261,871,3539371.529912852
871,261,539371.5299128115
871,871,-806142.0645395457
261,96,1839155.6639196505
261,706,-3034383.4046223788
871,96,-34383.40462242137
871,706,13454643.069289854
96,96,-1839155.6639196505
96,706,3034383.4046223788
706,96,34383.40462242137
706,706,-13454643.069289854
261,582,2106871.5970895044
261,1192,214894.2209169364
871,582,-5785105.779083056
871,1192,-6867228.823749277
96,582,-2106871.5970895044
96,1192,-214894.2209169364
706,582,5785105.779083056
706,1192,6867228.823749277
261,261,-3946027.261009154
261,871,2819489.183705442
871,261,5819489.183705477
871,871,-6587414.245540578
96,261,3946027.261009154
96,871,-2819489.183705442
706,261,-5819489.183705477
706,871,6587414.245540578
472,472,-11223331.800283762
472,1082,-3098127.9471853985
1082,472,-98127.94718540646
1082,1082,-1412719.0577604463
554,472,11223331.800283762
554,1082,3098127.9471853985
1164,472,98127.94718540646
1164,1082,1412719.0577604463
472,554,11684658.056165911
472,1164,-4923369.647349661
1082,554,-1923369.6473496608
1082,1164,2609192.309521586
554,554,-11684658.056165911
554,1164,4923369.647349661
